boundary_year,decision,district,event_rows,evidence,historical_boundary_verified,method,note,reference_name,shape_id,state,state_overlap
2021,accepted_reference_boundary,Kiphire,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Kiphire,76128533B49100243723360,Nagaland,0.9405350808751002
2021,accepted_reference_boundary,Longleng,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Longleng,76128533B66411945144923,Nagaland,0.9986215574851699
2021,accepted_reference_boundary,Peren,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Peren,76128533B2970909480221,Nagaland,0.9654770094476648
2021,unresolved,Shamator,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,No unique district polygon in the pinned reference layer; parent substitution prohibited.,Shamator,,Nagaland,
2021,accepted_reference_boundary,Balangir,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Balangir,76128533B44395557448920,Odisha,0.9999999999999998
2021,accepted_reference_boundary,Balasore,1,https://censusindia.gov.in/nada/index.php/catalog/42557,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Baleshwar,76128533B81147724102706,Odisha,0.9976280385141679
2021,accepted_reference_boundary,Bargarh,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Bargarh,76128533B74482494441458,Odisha,0.9980549768983631
2021,accepted_reference_boundary,Bauda,1,https://censusindia.gov.in/nada/index.php/catalog/42557,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Baudh,76128533B84772375641700,Odisha,1.000000000000001
2021,accepted_reference_boundary,Nabarangapur,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Nabarangapur,76128533B99037046327658,Odisha,0.9971010210091772
2021,accepted_reference_boundary,Subarnapur,2,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Subarnapur,76128533B6884509901047,Odisha,0.9999999999999998
